title,text,rating,reaction,who,date,website
Плохое обслуживание клиента,"Неделю как подключилась к id tv, толком не успела 
посмотреть, начались проблемы, постоянно надо перезагружать модем. А 
12.06 совсем перестал показывать, позвонила операторам, устранить 
неполадки не смогли, обещали прислать специалиста. Сегодня 13.06...",null,Negative,Зарипова Венера,13.06.2015,spr.kz
Отказ в подключении,"
            Сейчас 2015 год, подаю заявку на подключение к ""Мегалайну"" 
уже три года и каждый раз отказ. Живу в районе Жумабаева Акан Серi. Как 
такое может быть?                    ",null,Negative,Николай,11.06.2015,spr.kz
Что за счета,"
            Добрый день.
В апреле месяце я отказалась от услуг ID phon, id Net, ID tv. Теперь мне
 выставляют счет за май месяц? Как это называется? Это что за 
обслуживание. Счет за услуги телекоммуникаций № 288072129. Номер 
2251852.                    ",null,Negative,Карлыгаш Мухаметрахимова,9.06.2015,spr.kz
Интернет - просто ужас,"Интернет самый худший в мире на сей день, я так вам скажу. 
Скорость 13 кб/сек. Несколько дней назад хоть как кто выживали, но 
сейчас просто ужас, даже на обычные страницы по 2 по 6 минут заходит. 
Приходится раздавать интернет от Алтел, вот у него...",null,Negative,Аноним,31.05.2015,spr.kz
Незаконная комиссия,"Добрый день. 25.05.2015 г. оплачивали услуги Казахтелекома. 
Согласно фискального чека начислена комиссия в размере 3% за каждый 
платеж. На каком основании, позвольте узнать? У любого поставщика услуг 
есть пункт приема платежей, где принимаются...",null,Negative,Назигуль,25.05.2015,spr.kz
"Оплата прошла, а телефон не работает","
            Были проблемы с оплатой, после звонка оператора об 
отключении оплатила в этот же день, но телефон уже две недели не 
работает к кому обращаться?                    ",null,Negative,Галина,24.05.2015,spr.kz
Постоянно отключается,"
            Каждые 30 мин. - 50 мин. или в лучшем случае час после этого
 отключается интернет, по ""Необъяснимым"" причинам и через 1 мин. 
включается после Диагностики, и это считается ""нормально"".              
      ",null,Negative,Евгений,21.05.2015,spr.kz
Третий день в ожидании чуда,"По номеру 3270582 третий день не работает интернет, телефон 
городской тоже не работает. Дозвониться в ""Казактелеком"" просто 
невозможно, все операторы постоянно заняты. Звоним с мобильного, 
оставляем заявку, ноль реакции!
Вот как быть? Работа вся...",null,Negative,Анара,18.05.2015,spr.kz
Воруем деньги у клиентов,"Скажите, пожалуйста, сколько еще ваша компания будет 
продолжать подключать без ведома клиента платные услуги? Это есть форма 
мошенничества уважаемые руководители. С вашего ведома и видимо по вашей 
прямой указке регулярно подключают какие-либо услуги,...",null,Negative,Алла,15.05.2015,spr.kz
"Ужасно разочаровался, буду искать другой интернет","Я постоянный клиент ""Казактелекома"". Установил интернет в 
6-ти квартирах, последние 3 установки прошли очень болезненно. Составили
 договор, оплатил и ждал больше месяца, хотя и обещали 2 недели. И вот и
 сейчас прошло уже 2 месяца, и я до сих пор жду....",null,Negative,Хамза,13.05.2015,spr.kz
О терминалах,"В Петропавловске в отделении Северный установлен терминал, 
где отчисляются комиссионные в размере 3%. Видимо не хватает финансовых 
средств от оплаты по тарифу за услуги Казахтелеком, таким образом 
пополняют дефицит средств, нигде такого нет. Не...",null,Negative,Алиманова Роза,12.05.2015,spr.kz
"Клиент уговаривает, чтобы подключили интернет","Доброго времени суток! 24 апреля 2015 г. позвонила в 
Казактелеком и оставила заявку на подключение Id net, после чего мне 
позвонили и сказали, что заявку одобрили. Потом начались звонки: мол 
давайте мы Вам подключим net 2 мая, т. к. будет акция на 3...",null,Negative,Хадиша,3.05.2015,spr.kz
Медленная скорость интернета,"
            Постоянно скорость интернета падает, добиться ничего не 
можем, приходят, замерят и через время опять. Поменяли номер на 7 и 
обещали, что будет лучше, а стало хуже.                    ",null,Negative,Елена,1.05.2015,spr.kz
Самый отстойный интернет,"Надоело уже, каждый день я наблюдаю, как тормозит мой 
интернет и ID-TV. ""Мегалайн"" самый отстойный и тормознутый доставщик 
интернета в Ваш дом. Люди, не пользуйтесь услугами ""Мегалайн"", IDTV 
самый плохой интернет. Я хочу Вам сказать, боссы этой...",null,Negative,Ержан,17.04.2015,spr.kz
Головная боль с вашим терминалом,"Я крайне возмущена вашей работой! Я с 18 марта мучаюсь с 
вами! Никто толком мне не дает толкового ответа! Куда еще мне 
обратиться, скажите на милость?! Терминал в городе Шымкент под номером 
1347, 18 марта создал мне большую проблему. Прошу быстро...",null,Negative,Калдарова Алия Корганбековна,2.04.2015,spr.kz
Хуже связи не бывает,"
            Подключен ID Phone, хуже связи не бывает, телефон работает 
два дня в неделю! Мастера кормят ""завтраками"". Никому не советую 
подключать данную услугу, деньги на ветер!                    ",null,Negative,Яков,2.04.2015,spr.kz
Деньги на ветер,"Подключил IdNet, так в 2-х комнатной квартире не везде 
ловит, если ловит, то как через 8-ку интернет, кто помнит качество 
связи. Звонил в тех. поддержку, мы Вам подключили, а дальше хоть трава 
не расти, потому, что вай-фай. За такие деньги, лучше...",null,Negative,Злой пользователь,28.03.2015,spr.kz
"Полная некомпетентность, ужасное отношение к клиентам","Распорядок работы с 9 часов утра, на самом деле принимать 
начинают с 9.30, мы отказались от приставки айдинет, абонентская плата 
приходила еще больше 6 месяцев. Что касается восстановления номера 
телефона, то пишут вообще, что попало, прошлогодние...",null,Negative,Наталья,21.03.2015,spr.kz
Позор и ужасное отношение,"Надеюсь, что отзывы читают те кому они предназначены и хоть,
 что-то делают. Оплачиваю всегда в отделении, что ниже зеленого базара, 
по ул. Нусубекова. Те кто сидит у вас на ресепшене это нечто. Взяли 
распечатку и в итоге какие-то начисления например...",null,Negative,Дина,6.03.2015,spr.kz
Интернет ваш плохой,"Вы когда-нибудь начнете думать о качестве предоставляемых 
услуг, точнее безлимитного интернета, моя злость превыше моего 
спокойствия, я с РАДОСТЬЮ установлю Алтел 4G, ваш не выдерживает 
конкуренцию с Билайном и Алтелом. Позорище, имея столько дохода,...",null,Negative,Не друг,6.03.2015,spr.kz
Примите меры,"У меня так же подключен безлимитный тариф. Платим около 5000
 тенге, что в итоге? Интернета нет, iD TV не работает, после подачи моей
 заявки приехали на второй день, сказали, что приедут через два часа (за
 когтями поехали) в итоге не приехали, не...",null,Negative,Лариса,1.03.2015,spr.kz
Неуважительное отношение к своим клиентам,"25 ноября 2014 г. сделали переустановку поменяли кабель на 
оптиволокно. Начиная с декабря месяца пошли звонки о задолженности, 
звоню на 169, проверяют, извините, вам сделали двойное начисление. В 
Абонентский отдел заявку подали, разберутся. В итоге...",null,Negative,Елена,26.02.2015,spr.kz
Угрожают увольнением,"Добрый день! Примите меры по отношению АО Казахтелеком в 
Усть-Каменогорске, заставляют своих рабочих устанавливать помимо 
интернета, домашние телефоны (зачем нам ещё один, если у нас есть), 
мотивируют тем что им надо выполнить план, люди не хотят...",null,Negative,Елена,26.02.2015,spr.kz
Прощай,"Был интернет Мегалайн, постоянно пропадал, тупил, вызывали 
тупых мастеров с Казахстелекома, перешли на интернет билайн и в доме с 
интернетом настало счастье. Было телевидение Диджетал ТВ платили по 900 
тенге в месяц, ПРИШЕЛ Казахтелеком выкупил...",null,Negative,Уже не ваш клиент,25.02.2015,spr.kz
Скорость интернета ниже плинтуса,"
            Невозможно пользоваться интернетом, монополии подобного рода
 не выдерживают никакой конкуренции, еще собрались вступать в ВТО. 
Послушать президента, так он обещает навести порядок, только обещает, 
пока на деле ноль.                    ",null,Negative,Райхан,23.02.2015,spr.kz
Работа интернета,"
            Работа ""Мегалайн"". У меня подключен безлимитный тариф, плачу
 около 4, 5 тыс. тенге, однако по вечерам невозможно просто открыть 
страницу, не говоря о просмотре видео. А альтернатив нет, монополисты в 
деревне*********                    ",null,Negative,Александр,20.02.2015,spr.kz
Операторы,"Операторы 160 очень грубые, перебивают, на вопросы отвечают 
резко и недовольным голосом. 20.02.2015 г. звонила вечером где-то до 21 
ч. полчаса на 160 и наконец-то дозвонилась и прослушайте наш разговор, 
вы бы как отнеслись, когда с вами так...",null,Negative,Нина,20.02.2015,spr.kz
Розыгрыш Казахтелекома,"13.02.2015 в 13:04:46 оплатила за домашний телефон и интернет (за январь и февраль) 10 тысяч (десять тысяч) тенге.

терминал 5788 
МТН: 582200016162
БКМ заводской номер РТ11605065
номер чека 3002
 5

АО ""КАСПИ БАНК""
БСН: 980741000345
г....",null,Negative,Валеева Надия Закировна,19.02.2015,spr.kz
Качество обслуживания,"""Высокое качество"" обслуживания клиентов.

Перед Новым годом случайно с мужем зашли в ""Технодом"" а там скидки на 
тот телевизор о котором я мечтала! Скидка была аж на 150.000! Телевизор 
стоил 450.000, а в тот день (всего 1 день скидка была такая!)...",null,Negative,"Елена, г. Актау",16.02.2015,spr.kz
Плохой сервис и безграмотность сотрудников,"Здравствуйте! 
 Недавно мы подключили на свою голову id net. 10 декабря 2014 года нам 
его подключили, 21 января отключили за неуплату. Мы, понятное дело, ждем
 квитанций, а квитанций нет. Мы сами на работе с утра до вечера и 
квитанцией платить нам...",null,Negative,Гулбакыт,13.02.2015,spr.kz
Монтажники,"
            Монтажники у вас хамят на вопрос, плохо прокладывают кабель.
 Хамят на вопросы, очень плохо делают свою работу, прошу уволит 
сотрудников работающим в микрорайоне Орбита 1.                    ",null,Negative,Айдар,12.02.2015,spr.kz
Обещанного три года ждут,"Обратившись в отделение Казахтелекома в райцентре Аулиеколь,
 Костанайской области, я узнала, что передовые коммуникации этому 
райцентру не грозят. На сегодняшний день подключения интернета люди ждут
 с 2011 года. Может стоит задуматься как повысить...",null,Negative,Айжан,11.02.2015,spr.kz
Руководству,"Меня зовут Мустафа Алиев. Я месяц назад подключил себе 
телефон и интернет в городе Иссык, а сам живу в селе Актогай, в 
Енбекшиказахском районе. Номер 3729670. Мне сказали оплатить, а потом 
уже начнут установку. Сумма оплаты все вместе 12 000 с...",null,Negative,Мустафа,11.02.2015,spr.kz
Интернет,"Здравствуйте! У меня дома интернет ID NET Hit был, решила 
поставить тариф на внешние ресурсы чтоб интернет быстрее был и поставила
 тариф ID NET 120. Сказали, что поменяли замеряю скорость, а она 
осталась прежней. Пинг на внешние ресурсы составляет...",null,Negative,Алла,9.02.2015,spr.kz
Отсутствие сервиса и некомпетентность,"Доброго времени суток! Я живу в г. Капшагай, Алматинской 
области. 29.12.2014 г. переехал с одной квартиры на другую, год 
пользовался услугами КЗТ ID HOME TURBO три в одном телефон, ТВ и 
интернет, до переезда никаких проблем не было, теперь началось -...",null,Negative,Эдуард,4.02.2015,spr.kz
Отсутствие элементарных знаний в работе,"Начнем с того, что дозвониться это огромная проблема, помимо
 этого ваши сотрудники какие то невежи все! Разговаривают на ""ты"", 
постоянно перебивают, не слушают вопрос, могут кинуть трубку! С 9 утра 
настраиваем по телефону телевизор! Так как на дом...",null,Negative,Айнура,29.01.2015,spr.kz
Качество услуг,"Здравствуйте, уважаемый Казахтелеком! У вас интернет от 
Мегалайн просто дно. У меня инет от Мегалайн и поверьте мне, я никому не
 посоветую подключать инет через Казахтелеком. Каждый день инет 
выключается сам по себе, скорость ужас, пинг высочайший, а...",null,Negative,Пт сау т 95,20.01.2015,spr.kz
Оплата услуг,"Ежемесячную оплату услуг Казахтелекома, необходимо оплатить 
до 25 числа текущего месяца, о чем и пишется в квитанции. Пожалуйста, 
оплатите его вовремя, в срок до 25 числа текущего месяца!
 Но, каждый месяц, сегодня за пять дней, а то и за пару...",null,Negative,Павел,20.01.2015,spr.kz
Опять о плохой работе интернета,"Здравствуйте! У меня дома интернет и ID TV. Один раз я также
 на сайте написала и они начали ""работать"", т. е. звонить каждый час 
работает ли интернет и ID TV? Через некоторое время опять начал долго 
загружатся телевизор и зависать, еще плохо работает...",null,Negative,Назира,17.01.2015,spr.kz
Качество работы,"Отвратительно работаете, с 18.12.2014 г. обещают установить 
телефон, но дальше вежливого ответа: ""Ждите завтра, наряд уже есть"" 
оператора, результат нулевой, даже номер новый уже сообщили, вот и 
сегодня 05.01.15 г. сказали в течении дня ждите и что?...",null,Negative,Элла,5.01.2015,spr.kz
Работа кабельного,"Позвонил в Казахтелеком на номер 165, сказали чтобы 
перезвонил на 160. Кабельное ТВ уже не работет 5 дней. Каждый день даем с
 соседями заявку, обещают, но никто не приходит. 165, вообще, поднимают и
 бросают, что такое? Диспетчеры у вас какие-то...",null,Negative,Кошкарбаев Батырбек,31.12.2014,spr.kz
Определитель номера,"Я, хозяйка квартиры в г. Алматы, ул. Радостовца, дом 203, 
квартира 48. Тел: 275-51-93, Шалданова Айгуль Жумабековна и прошу 
принять меры, т. к. в наше отсутствие в Алматы - мы уезжали в г. Астану с
 15 июля 2014 года по 25 августа 2014 года (есть...",null,Negative,Шалданова Айгуль Жумабековна,31.12.2014,spr.kz
Плохое обслуживание клиентов,"
            Набираешь 160 и очень долго ждешь. В пределах 20 минут и 
более. Это ненормально. Сегодня 30 декабря 10.51 утра, уже жду ответа 31
 минуту.                    ",null,Negative,Хан Изольда,30.12.2014,spr.kz
Отношение к клиентам,"Доброго времени суток! Хотела поведать всем историю об этой 
компании. Столкнулась два раза с их действиями. Первый раз это было, 
когда подключил их услугу и после трех месяцев просто ее не оплатила и 
жила спокойно, поставление услуг прекратилось...",null,Negative,Маргарита,24.12.2014,spr.kz
Нет связи,"
            Просто отвратительное состояние интернета уже неделю, 
особенно вечером постоянные перебои с сетью, ""не у одного меня"". Хочется
 спросить, за что мы платим деньги, уже пошла 2 неделя этой вакханалии с
 интернетом.                    ",null,Negative,Евгений,20.12.2014,spr.kz
Не верьте их рекламе,"Начну немного с пред истории. Больше 10 лет пользуюсь 
услугами Казахтелекома (КТК). И все 10 лет только и звоню в службу 
поддержки по качеству Id net. За эти 10 лет я постарел на все 30. Когда 
только всё начиналось, я был на 7-ом небе от радости, но...",null,Negative,Максим,15.12.2014,spr.kz
Плохая работа,"Здравствуйте. Подключили интернет вай фай, через некоторое 
время начали звонить предлагать Айди ТВ, долго думала, не хотелось чтобы
 были опять лишние кабели. В итоге я согласилась, так же уточнила на 
счет междугородних бесплатных звонков по РК,...",null,Negative,Dinara,6.12.2014,spr.kz
Примите меры,"Некомпетентные, грубые операторы номер 29 - Дана и номер 45 
Эсмира. Фамилии назвать отказались. По одному и тому же вопросу дают 
разную информацию. И где правду искать? Отключили телефон за неуплату. 
После оплаты отказываются подключить телефон,...",null,Negative,Гульнара,4.12.2014,spr.kz
Возврат денег кажется нереальным,"Отказалась от услуг Казахтелекома в августе. Все, как 
положено, сделала, выделила день для того, чтобы просидеть спокойно всю 
очередь, не нервничать. Пользовалась ID Net Light по договору, там 
предусматривается аванс, который равен ежемесячной оплате...",null,Negative,Ольга,28.11.2014,spr.kz
Никакого сервиса,"Доброго времени суток всем, кто прочитает данный отзыв. Увы 
указать имена всех операторов и время не могу, так как обращаюсь с 
проблемами ОЧЕНЬ часто. К сожалению, альтернативы в нашем доме нет, 
поэтому увы приходится пользоваться ""прекрасным""...",null,Negative,Наталья,27.11.2014,spr.kz
Печальная правда,"В первый же день подключения (сентябрь 2014 г.) техники 
забыли принести приставки iDTV (о чём ранее было оговорено: придут, 
принесут, установят). С самого начала предложенное качество телевидения 
iDTV совершенно не соответствовало сказанному ранее....",null,Negative,Асылхан,25.11.2014,spr.kz
Не тянет никак,"Просто ""в восторге"", брат подключил ID TV 3 в одном, буду 
уговаривать отключить. Так как он все время на работе не знает за какие 
заслуги платит каждый месяц по 7 тысяч с лишним. В целом нормально 
только работает не зависая ДВА часа в сутки. Из (24...",null,Negative,Гульдана,25.11.2014,spr.kz
Качество,"Подключила айди нет и айди тв. Скорость интернета намного 
ниже заявленной! Постоянно виснет, пропадает вай фай. Спид тест 
показывает 25 мбит, а обещали 50! Сотрудник, приходивший устранять 
проблему, сказал, что это Алмата такую скорость дает! Ах,...",null,Negative,Жамиля,20.11.2014,spr.kz
Долгих семь месяцев ожидания установки интернета в доме,"В мае этого года подала заявку на установку интернета, 
подала все необходимые документы. Но до сегодняшнего дня до сих пор не 
установили. Как не подойдешь к ним или звонишь по контактам, всегда 
придумают отговорку какую-либо. Живем в цивилизованной...",null,Negative,Гульнара Нигмеджанова,19.11.2014,spr.kz
Безотвественное отношение к клиентам,"Я - Нагима Иманбековна Шинтаева, заключила договор на 
поставку ID TV и интернет услуг 9 октября 2014 г. на адрес Хусеин Бен 
Талал, д. 11/2, кв. 38. Установка должна была быть в течение 3-5 дней. 
Одноко с 15 октября по сегодняшний день я каждый...",null,Negative,Nagima,19.11.2014,spr.kz
Не советую,"
            Нам вообще не понравилось ID TV и их интернет, вечером 
всегда зависает и каналы не показывают. Никому не советую ID TV!        
            ",null,Negative,Алмагуль,14.11.2014,spr.kz
Неудовлетворительная услуга,"Был на продолжительном отъезде. Накопилась задолженность 
абонентской платы. Мой номер телефона: 7253374263. Погасил задолженность
 08.11.2014 г. Обещали подключить не позднее 10.11.2014 г. Каждый день 
звоню на 165. Каждый раз обещают, но не делают....",null,Negative,Жусупов Файзулла,14.11.2014,spr.kz
Бесконечные сбои,"
            За что платим деньги? Очень хочется узнать и как дозвониться до операторов?                    ",null,Negative,Света,5.11.2014,spr.kz
Некачественные услуги,"Саламатсыздар ма? Мен 2013 ж. бастап казтелекомнын АиДи ТВ 
ға келісімшартқа отырдым. 2014 ж. жаз айларынан бастап қызмет көрсету 
сапасы өте төмен. Ай сайынғы төлемақы уақтылы төленіп...",null,Negative,Карлыгаш,5.11.2014,spr.kz
Плохое сервисное обслуживание,"Невозможно дозвониться на 160, 165! На номере 195 всегда 
какие-то сбои, выбираешь русский язык отвечают на казахском, набираешь 
10-значный номер с кодом города - вы неправильно набрали номер! 
Отключение ТВ и интернет без предупреждений, не выслав...",null,Negative,Виктория,29.10.2014,spr.kz
Интернет не работает,"
            Дома пропал интернет, нужно починить кабель ТВ, дозвонится не могу уже 2 дня, операторы не отвечают.
ЧТО ДЕЛАТЬ?
Как достучатся? Мне нужен мастер.
Устала слушать: ""Вас обязательно обслужат"".                    ",null,Negative,Криворотько Светлана,29.10.2014,spr.kz
Три дня не отвечают на звонки,"
            Три дня не могу дозвониться, не отвечают. Подключают меня 
без спроса на элитный канал с базового. Завтра поеду писать заявление и 
пусть делают перерасчет. Так и хочется материться. Зато один день долг и
 сразу отключают. Это у них вовремя.                    ",null,Negative,Жанна,29.10.2014,spr.kz
Об оплате за интернет,"Сегодня, 27 ноября 2014 года, у меня перестал работать Айди 
нет. До вечера ждала, что подключат, не дождалась и позвонила на 160. 
Там ответили, что я не доплатила 60 (шестьдесят) тенге. Оплачивала через
 терминал купюрами, так как мелочь автомат не...",null,Negative,Али,28.10.2014,spr.kz
Отношение сотрудников,"
            Почему вы набираете таких высокомерных и некомпетентных 
сотрудниц, как Матеева Айгуль. Не зная правильного ответа, она спорила с
 нами и доказывала, что мы не правы. Хотя мы были правы и она даже не 
извинилась перед нам.и                    ",null,Negative,Алматинка,28.10.2014,spr.kz
Отношение к клиентам,"Мы платим вам за интернет телефон и за телевидение, но не за
 грубость и некомпетентность ваших сотрудниц. Матеева Айгуль уж очень 
надменно и неправильно отвечала на наш вопрос. Мы всегда на выходные 
подключали 5 дополнительных каналов за сутки...",null,Negative,Алматинка,28.10.2014,spr.kz
Отношение,"
            Зачем даете координаты, если человек не может дозвониться?                    ",null,Negative,Аман,25.10.2014,spr.kz
Плохое отношение к абонентам в городе Тараз,"Мне, Ремха Александре, приписали несуществующий интим 
переговор, который был произведен 29.06.14 г. указав, что он 
производился моим сыном Ремха Валерием, при этом не провели 
идентификацию голоса, дали совершенно не правильные данные о нем и 
его...",null,Negative,Ремха Александра Ивановна,24.10.2014,spr.kz
Качество услуг,"Сотрудники Казактелекома с 15 сентября настойчиво предлагали
 подключение к айди тиви. Я согласился и начались мои мучения с 16 
сентября по сегодняшний день периодически пропадает телевизор, телефон, 
интернет, диспетчеры на звонки на 160 или 165...",null,Negative,Бердыгали Ешниязов,22.10.2014,spr.kz
Плохое качество услуг,"С сентября сотрудники казактелеком настойчиво предлагали 
подключить айди тиви обещая отличный пакет услуг. К сожалению, я 
согласился и начались наши мучения. С 16 сентября периодически 
отключались интернет, телефон, телевизор. Мастера приходили по 2...",null,Negative,Бердыгали Ешниязов,22.10.2014,spr.kz
Игнорируют клиентов,"Хотела провести городской телефон, пришла 9 сентября 
заполнила заявление. На руках Акт выполненных работ 3 экз. Договор 3 
экз. В договоре черным по белому написано срок исполнения 3 дня. Ждем до
 сих пор. Отговорок было много: сбой, неправильно...",null,Negative,Айтбаева Асем,15.10.2014,spr.kz
Навязанная услуга,"Однажды поздно вечером позвонила милая девушка и 
проинформировала о новом тарифном плане ""Казахстан"". Я ответила: 
""Спасибо, но к сожалению по Казахстану звонить некому."" Потом звонили 
еще человек пять, интересовались, что сообщили ли нам об этом...",null,Negative,Елена,13.10.2014,spr.kz
Долги,"Просто хочется сказать, ну не ужели нельзя рассмотреть 
варианты такие как, допустим, оплатила я за телефон 7000 тенге, остался 
долг 700, неужели и за этого надо отключать? Можно подумать, что я 
следующий месяц не заплачу, а когда переплатишь - так не...",null,Negative,Татьяна,9.10.2014,spr.kz
Качество услуг,"Вы везде позиционируете себя, как единственная компания 
оказывающая качественные услуги по интернету населению. Но все это не 
соотвествует действительности.
Мы платим за интернет 3600 и платим уже 8 лет, при этом скорость 
составляет от 1 до 2 мб, а...",null,Negative,Света,30.09.2014,spr.kz
Некомпетентность,"
            Алматинский Казахтелеком - это сборище не профессионалов. 
такое ощущение, что туда берут кого не лень. А в результате - компания 
теряет свою репутацию.                    ",null,Negative,Гульнара,18.09.2014,spr.kz
Медленно работают,"Добрый день Казахтелеком! Вы сами попробовали дозвониться до
 Ваших номеров? До обеда можно еще с трудом как-то дозвониться, но после
 обеда, хоть убейся, телефон не поднимут. Ни ваши службы, ни менеджеры. 
Даже не смогла дозвониться на номер, который...",null,Negative,Лаура,10.09.2014,spr.kz
Не могут подключить телефон,"
            Отключили телефон за неуплату, уже вторые сутки пошли как 
оплатили, но до сих пор не могут включить. Автомат у них всё включает. 
Вам шевелиться пора начать, а не автомату вашему всё включать. Заплыли 
жиром, нифига не шевелитесь.                    ",null,Negative,111,9.09.2014,spr.kz
Не терять по пустякам время,"Мне срочно понадобилась помощь техника. Поскольку городской 
телефон вне работы, я пытался дозвониться с сотового по номеру 160, где 
меня очень вежливо встретили и попросили подождать неопределенное время 
до подключения оператора. При этом меня...",null,Negative,Борис,4.09.2014,spr.kz
Монополисты,"Отключен 2 дня телефон за якобы неуплату! Дозвониться до 160
 и 165 невозможно! Наслушалась их музыки! А дело в том, что в конце мая 
по моему заявлению. Я отказалась от услуги ID Phone (качество связи 
отвратительное, телефон не работает, когда не...",null,Negative,Тамара,6.08.2014,spr.kz
Подключили быстро,"Две недели, как заключили договор на телефонную связь с 
услугой мегалайн бизнес. Телефон подключили быстро, но без интернета, 
""сказали, этим другой мастер занимается"".
И вот уже неделю, как я звоню и спрашиваю, когда же придёт мастер. Ответ
 всегда...",null,Negative,Трофимов Евгений,1.08.2014,spr.kz
Не следите за чистотой персонала,"Часов в 10:30 Проводили Wi-Fi молодые парни. При входе в дом
 через пару секунд было просто нечем дышать и окна открытые не спасли 
да, что уж там говорить. Я сделала генеральную уборку после них, запах 
въелся в ковры проветривала на улице, но пришлось...",null,Negative,Anara,29.07.2014,spr.kz
Нет письменного ответа на мое заявление,"Обращается к вам Амалбеков Нуржан Камбарович, с. Тассай, ул.
 Новостройка б/н д. 288. 2011 году подавал заявление на установку 
телефона и интернета, мне обещали через три месяца установить телефон и 
интернет. Вот уже 4 года жду, никто не звонит,...",null,Negative,Нуржан,18.07.2014,spr.kz
Ужасная скорость,"
            Мы платим за инет 3600, при этом скорость инета составляет 
от 1 до 2 мб, а пинг у меня от 300 -459. По вай-фаю я смотрел кино, оно у
 меня зависало каждые 10 секунд.                    ",null,Negative,Артамон,16.07.2014,spr.kz
Отрубили интернет,"Отрубили интернет во время игры в Dota 2. Провода все в 
порядке, компьютер и модем тоже. Вдруг происходит дисконект, после того,
 как появился интернет (автоматически подключается), я зашел в Dota 2, 
но было уже поздно. Моя команда проиграла, а я...",null,Negative,Злой пользователь,12.07.2014,spr.kz
Только недавно дождалась,"Я бывший работник казахтелекома, проработала 28 лет, ушла по
 состоянию здоровья, мы построили дом в самом городе. 3 года я ждала, 
чтобы мне дали номер на проводную связь, хотела провести телефон. Только
 недавно дождалась, это написала жалобу, мне...",null,Negative,Пчелинцева,11.07.2014,spr.kz
Плохая работа сотрудников,"Я жительница города Алматы, пользователь бывшей компании 
DIGITAL-TV глубоко возмущена работой Алматытелеком, которые заставили 
перезаключить договор с ними. После заключения договора с мая 2014 года у
 нас начались еженедельные отключения канала по...",null,Negative,Гульнара,24.06.2014,spr.kz
Требование оплаты неполучаемых услуг,"Здравствуйте! Я прошу мне объяснить стиль и методы работы 
вашей команды. У меня они сначала вызывали легкое недоумение. 
Теперь-возмущение. Неужели у такой крупной компании могут быть настолько
 некомпетентные сотрудники??? Объясню по порядку. В...",null,Negative,Классен Елена Владимирвна,15.06.2014,spr.kz
Плохая услуга и правила договора,"Проблема в том, что до вас не дозвонишься! Не буду в 
подробностях писать, все это замечательно знают! Вся проблема в том, что
 меня просят платить за то, чем я не пользовалась! Я уезжала по семейным
 обстоятельством, еще и ходить к вам нету времени!...",null,Negative,Анэль,13.06.2014,spr.kz
Буду платить за свою тормознутость,"Сломался ай ди тв. Ошибка 1302 - зашла в интернет (пользуюсь
 браузером ХРОМ) узнать, что за ошибка. В одном из форумов подсказали, 
что надо обратиться к поставщикам услуг. На следующей день позвонили на 
165 и приехал специалист, который зубочисткой...",null,Negative,Роза,11.06.2014,spr.kz
