title,text,rating,reaction,who,date,website
Мегалаин ГАМНО,"Тема такая у меня тариф хит по документам в данный 
момент у нее входящая 2мб/с исходящая 1мб/с это по локалу(Внетренняя ) а
 внешка 512 только вот ничего этого я не чувствую у меня как будто модем
 56К стоит ... у всех качает по 230-260кб/с на торренте с той же 
казторки у меня едва ли до 70 доходит... я уже запарился звонить туда у 
меня инет уже 2 с половиной года а работал он идеально только месяц ито в
 январе этого года... у меня у друга тоже хит так он смотрит онлайн 
фильмы без проблем на otv,kz грузится почти сразу (ну там с задержкой 
5-10 минут) а у меня там грузится фильм около 2 часов...",1.0,Negative,Пушкин,11.03.2010,2ip.ru
Мегалайн,"Я лично думаю что Мегалайн самая тупая связь из всех
 имеющихся Скорость у них отстойная, ниже 50кб\сек и постоянно связь 
обрывается, видимо из за тупого мадема который они настаятельно 
рекомендуют Скорость разве что ночю норм кого подключаешь турбо режим 
более менее можно куда то зайти на скорости 80кб\сек, ито за это 
""Удовольствие надо платить ежедневно 130тг"". Вобщем связь хреновая Не 
подключайтесь, не советую.",1.0,Negative,Аноним,10.03.2010,2ip.ru
"Чем на других спирать, проверь у себя","Прочитав здесь пару страничек и пришел к выводу что 
народ то у нас технически не грамотен, у меня уже мегалайн стоит более 4
 х лет, проблем нет, конечно в каждом случае могут быть свои исключения,
 разрывы могут быть в сети ни кто от них не застрахован, в этом могут 
быть многие причины и по вине юзера тоже могут быть. То что насчет 
скорости так сначала проверьте вашу программную часть... а потом уж на 
провайдера гоните...

P.S. Ребят если у вас руки  кривые , то вам к хирургу пусть ровняет. А потом сами найдете причины ваших проблем",4.0,Positive,Александр,10.03.2010,2ip.ru
К сожалению!!Какашко!,"Да в общем говорить нечего!!
-Дорого
-низкие скорости
-что-за лимиты на анлимах
-саппорт - хрен дозвонишься!!
-тарифные планы - мало!
+ну хоть это есть!!надежда на лучшее!",1.0,Negative,Аноним,10.03.2010,2ip.ru
операторы- имбицилы!!!,"Ситуация такая: сидел я еще на старте, давно уже 
было, каменный век, но сути не меняет. Лимит был еще в 400 
мегов...стремно да, но хватало на минимум) так вот, захожу как то утром,
 зевая открываю личный кабинет, там смотрю свою статистику и... ЧЕЛЮСТЬ 
СВИХНУЛ от того что увидел!!! был в шоке просто!!! вчера было 50 мб 
входящих, а сегодя 6 гигов!!! звоню в дикой панике к операторам, мол так
 и так (сумму примерную переплаты уже посчитал, хотя стоял ограничитель 
на 1) говорят - у вас ок, нет перелимита... я: Как нет??? у меня пишет -
 6 ГИГОВ!!! она (видать мозг давно уже съели ей): да нет, все у вас 
ок... и как на это реагировать???
Да и с хитом... пока матом благим по исконно русски не начнешь говорить,
 хрен кто поймет!!! Постоянные дисконнекты!а еще хрен дозвонишься к ним!
 все время занято!а еще есть у них такая фишка: ремонт серверов именно в
 субботу!!!!!  в выходной!!!! вообще оборзели!!!! сидишь, гоняешь 
контру, и тут бах! дисконнект, и ждешь до 2 часов ночи пока включат... в
 общем, делайте выводы, господа",1.0,Negative,Аноним,09.03.2010,2ip.ru
Мегалайн + и -,"+Плюсы мегалайна
Что при ошибки или тама какой либо случайности прийдет провайдер
-Минусы
Падает инет, блондинка за телефоном,
Почти не один термин непонимают.
Путают адреса мою семью и еще когото подключили на разные аккаунты т.е 
получилося так что семья та на нас регана а мы на них!",3.0,Negative,Аноним,06.03.2010,2ip.ru
,"ГА***НО, слов нет и выбора тоже, монополия. Называем себя развитым государством.........
Ни скорости ни сервиса. Звоню 165 говорю не горит ADSL проверяют говорят
 у вас все впорядке ищите причину у себя принёс новый  модем не горит, 
звоню опять говорят все в норме начинаю орать ругаться после чего не 
подходя к модему и компу все зароботало.",1.0,Negative,Аноним,05.03.2010,2ip.ru
Отличный провайдер,"Скорость феноменальная - 100 Мбит/сек. Отлично 
захожу на сайты и обновляю страницы. Только скорость закачки чуть 
хромает - в среднем 100 Кб/сек.",5.0,Positive,Данияр,04.03.2010,2ip.ru
мегалайн отстой,"огромная ежемесячная плата, нестабильное соединение,
 ограничения по трафику, отсутствие сервиса - это мегалайн!!!  нас рать 
на голову кто придумал тарифные планы!!!!!",1.0,Negative,Аноним,04.03.2010,2ip.ru
Мегалайн отстой,"Немного азов информатики. Многие жалуются на низкую 
скорость закачки. Это нормальная скорость, дело в том, что во всех 
менеджерах закачки скорость измеряется в кбайт/с(а не кбит/сек)в 1 байте
 8 бит. Делите свои 256 кбит/сек на 8 и получаем скорость закачки 32 
кбайта-сек. Если не верите, загуглите тестер скорости интеренета. Вам 
скажут реальную скорость вашего канала.

Megaline отстой, со скоростью все впорядке, а вот бесит огромная цена и 
нестабильное соединение, а так же ограничение 10ГБ. В онлайн игры нереал
 играть, постоянно дисконекты аж бесит.",2.0,Negative,Андрей,03.03.2010,2ip.ru
Нормальный инет!,"Я что то не понимаю о чем вы говорите? Нормальный 
инет, нормальный провайдер! Хотите большие скорости и белимитный трафик,
 в чем же дело платите! Как говорится: ""За ваши деньги, любой каприз!"", а
 обычному человеку вполне достаточно на данный момент того, что КЗ 
предоставляет ...",4.0,Positive,Аноним,01.03.2010,2ip.ru
ГУМНО,"Там какой-то аульный житель восхищается я смотрю 
скоростью и качеством... На то он и аульный житель! Срать за юртой и 
пасти баранов это одно, а говорить что ""Казахтелеком - это крут"" - всего
 лишь показывает твою безвыходность и икчемность, ""мол все равно мне в 
ауле жить, а не в Москве...""",1.0,Negative,Andrew,27.02.2010,2ip.ru
Megaline полноя ЛАЖА,"Провайдер полный Шлак.Скорость бесит!!! вечно скачет
 то вверх то вниз. Когда в КЗ появиться нормальный и стабильный 
интернет, уже запарило!!!",1.0,Negative,Аноним,27.02.2010,2ip.ru
"Одним словом, Казахтелеком","Умник, который тут писал, что у него скорость 
выжимает 8 мбит/с. Ну и чем ты гордишься? Да хоть бы и 20 мбит/с, 
радоваться то не чему! Пока в Казахстане не появятся безлимитные тарифы,
 любые высокие скорости - всё полная ерунда. На этих 8 мбит/сек всё 
равно можно только веб-странички просматривать, если хочешь, чтобы твоя 
скорость держалась весь месяц. Захочешь что-нибудь толковое покачать, и 
весь трафик лимитом в 20 ГБ можно просадить за пару дней, и сиди потом 
со 128 Кбит/сек (если ""турбо-плюс"") или, ещё хуже, вези вагоны с 
капустой в Казахтелеком за последующий трафик или сиди вообще без 
интернета (если просто ""турбо""). И хвались потом, что у тебя ""турбо"" 
тариф, LOL!!! В общем, сейчас главная проблема интернета в КЗ - не 
скорость, а лимит трафика (15-20 ГБ в зависимости от тарифа). Пока есть 
этот дурацкий лимит, сидеть на ""хите"" даже лучше (позже вылитишь за 
лимит)! Одним словом, [ЦЕНЗУРА]!",1.0,Negative,Аноним,24.02.2010,2ip.ru
Отличная скорость :),"у меня полностью выжимает 8 мегабит) или модем выкиньте в окно или линию поменяйте.
Моя история:
Все было так, у меня постоянно выдовало 6000 кбит/сек на мегалайне 
турбо, После, я просто поменял себе линию и стало на макс, 8192... так и
 показывает... ну правда бывает там на часок - полчасика показывает макс
 6000 но в основном 8192",5.0,Positive,Аноним,22.02.2010,2ip.ru
РЕ,"У меня ""Турбо"" якобы,до этого был ""Хит"",разница только в трафике,а странички еще хуже стали открываться
Я за што вам бабаки плачу [ЦЕНЗУРА]!!! Я имею право вас так назвать!!! Я
 вам по 6 штук в месяц плачу и не вижу никакого сервиса,постоянно 
слетает,то есть,то нету нЭта,я работаю на бирже и из-за ваших косяков я 
несколько раз терял деньги и большие
КОГДА ЭТО ПРИКРАТИТСЯ??????",2.0,Negative,Андрей,20.02.2010,2ip.ru
,"Скорость(особенно входящая)ни в какие ворота...И за 
это,как тут кто-то пишет,мы должны быть благодарны,всего лишь 
4000тенге.Мой друг в Германии за 20евро в месяц имеет в сто раз лучшую 
связь и сервис.А у нас собрали бабки и всё.И ни какой 
альтернативы-монополисты.Посмотрите замеры пользователей,например,из 
Украины,да и в России кое-где,это же земля и небо в сравнении с нашим 
МЕГАЛАЙНОМ(мы на земле,да к тому же в прошлом веке).",3.0,Negative,Игорь,18.02.2010,2ip.ru
Гамно,"Могу сказать одно - качество связи у Казахтелекома 
для ОБЫЧНЫХ пользователей, т.е. ФИЗ. лиц - не выдерживает никакой 
критики. Нужно признать что все ""физики"" платят за воздух. Приоритет 
только у коммерческих клиентов... у них и скорость и сервис нормальный.

У меня дома на GPRS 3G модеме(256кб/100кб) от Билайна скорость иногда даже лучше чем на хваленом мегалайне 1мб/с.

Отсюда вывод - либо делайте смешную цену, за смешное качество, либо 
уходим все на билайн :) Останавливают меня пока только торренты... но я 
уже думаю их можно и на работе запустить. А дома и модема от билайна 
хватит.

Так что господа из КазТела - идите на %%й.",1.0,Negative,Andrey,17.02.2010,2ip.ru
Все нормально.....,"Меня вполне устраивает... раньше были пробелмы с 
разоъденением, но теперь это редкость. Да и скорость нормальная, 
особенно большая на сайтах с доменом ( .kz )",4.0,Positive,Влад,16.02.2010,2ip.ru
Мегалайн это кучка шарлатанов,"Очередной раз убеждаюсь что в казахтелекоме работают
 одни мошенники и шарлатаны. Скорость никакая, а сеть вырубается каждые 
пол часа. А когда звонишь в их службу поддержки, то всегда находят 
причину сбоя сети с моей стороны. Полный отстой, но что поделаешь!",1.0,Negative,пвко,15.02.2010,2ip.ru
,"Нормальный провайдер. Скорость от 2мбит/сек, 
доступность постоянная, служба поддержки быстро реагирует",4.0,Positive,Аноним,15.02.2010,2ip.ru
Казахтелеком,"В общем сервис Казахтелекома полная *ЦЕНЗОРЕД*. 
Поставил Турбо и че звонишь в тех поддержку с пвопросом ""ГДЕ СКОРОСТЬ 
КОТОРАЯ ДОЛЖНА БЫТЬ ПО ДОГОВОРУ?"" а в ответ договор читайте внимательней
 там ведь написано скорость подключения ""ДИНАМИЧЕСКАЯ"". В общем полное 
ДИНАМО а не провайдер.",1.0,Negative,Аноним,14.02.2010,2ip.ru
мегалайн,"мегалайн норм провайдер был до нового года после 
нового года было увеличение скорость на внутренние ресурсы и накрылся 
мегалайн медным унитазом за полтора месяца 3-5 дней только норм работал 
инет и все а так все время то пинг то работы ведутся т оеще ченить 
заипало уже! алмата че вы то ноете у вас на внутренние ресурсы скорость 
100Мбит даже если бы у мну 1\10 скорости вашей была бы я бы радовался 
уже у мну всего 2 Мбит",4.0,Positive,Аноним,13.02.2010,2ip.ru
Megaline [Казахтелеком],"Подключали к порту 5 месяцев.Скорость не 
стабильная.Порой раз в день связь вовсе обрывается!за такой сервис 
несоизмеримая цена...",1.0,Negative,Тёма,13.02.2010,2ip.ru
дурилка,"мегалайн все плохо зарплату директорам и главным 
менеджерам обрезать и пустить на улучшение работы инета это все 
монополия",1.0,Negative,Анатолий,13.02.2010,2ip.ru
Megaline,"С нового года поставил Турбо. Две недели все 
летало,нарадоваться не мог. Потом скорость быстро сдохла. 100-200 не 
более, а часто и того меньше. Работаю на терминале в режиме онлайн,он 
постоянно виснет, нервы расшатывает. Неделю долбал службу поддержки, в 
итоге пришел чел( типа специалист) скорость мерять. Разговор такой, что я
  не так меряю!!! Тестит - 850, еще раз -  опять 850. Мол какие 
претензии, все зер гут. Ушел, 10 минут не прошло скорость упала. Думаю, 
 они видать к его приходу ее то и подкинули мне, чтобы не грустил. Давай
 я опять названивать. Через неделю приходит другой чел или член( я уже 
не знаю как их специалистов правильно то называть!) Меряет  у меня 
скорость - отстой. Тогда цепляет свой ноут к моему модему , меряет , и 
вот оно то где чудо чудное - у него 800 не меньше. Объяснения такие: и 
операционка  у меня глючит , и вирей я нахватал , в общем кругом 
виноват! Ушел он. И с собой скорость  по ходу  унес. Опять тормоза 
сплошные. Позвал я тогда товарища. Он принес свой ноут. Давай мы 
аппараты по очереди к модему  цеплять, да скорость намерять. Ни хрена, 
одни разочарования. Взял я свой системник. пошли к товарищу , сделали то
 же самое.  У него скорость нормально кажет. Выходит все  дело не 
операционке и не в вирях.Аппарат то здоровый. Megaline совсем больной!  
Дурят нас. Все свои проблемы на нас спихивают.  Зло берет. Завтра буду 
опять звонить в службу поддержки . доказывать , что я не [ЦЕНЗУРА]. 
Вернее , [ЦЕНЗУРА] не я. В заключении хочу сказать, что мне очень не 
нравится работа нашего поставщика услуг( Megaline) и если бы была 
возможность сменить оператора, сделал бы это не раздумывая.",1.0,Negative,Владимир,13.02.2010,2ip.ru
,"Провайдер ужасный. Но, учитывая, что это 
единственный Интернет провайдер в стране, работающий с DSL модемами, то 
особо обижаться не стоит",1.0,Negative,Аноним,11.02.2010,2ip.ru
плохо,"Вобщем... все предоставляемые услуги МЕГОлайна 
полная фикция как хороший фантастический рассказ. Отличается от него 
только тем что после использования Нужно подтереться, чтобы хоть как-то 
реабилитироваться в глазах самого себя! 
Как кто писал что он хороший, так вы им не верьте, это либо работники либо скот ни понимающий ничего.
Как боссу их по миру ходится\ездится? Лепешка небось какая-то. А лепешке что с того что она лепешка? Правильно - ничего!
Недонет как был в казлстане так и будет...
Отстой!!Бараны и баурсаки рулят в монополии!!!Но все они пьют кумыс и 
молоко и инет это не для баранов что сидят на постах в 
МамбетТелекоме!!Лажа полная и заметьте не перерасчётов никаких ничего не
 делается!!!Тупо дурят народ.
вязь держится более-менее стабильно (спасибо нормальному модему и более-менее качественной линии).
Крайне кривой биллинг. Постоянно начисляют левый трафик. Сильно глючат 
раздаваемые через DHCP DNS-серверы, пришлось выставить вручную. Из-за 
сильной перегрузки ВОЛС по вечерам сидеть в инете просто невозможно - 
скорость при обещанных 2 Мбит/сек. не поднимается выше 20-40 КБайт/сек.,
 пинг до алматинских серверов доходит до 500.",1.0,Negative,Аноним,11.02.2010,2ip.ru
,"Отстой!!Бараны и баурсаки рулят в монополии!!!Но все
 они пьют кумыс и молоко и инет это не для баранов что сидят на постах в
 МамбетТелекоме!!Лажа полная и заметьте не перерасчётов никаких ничего 
не делается!!!Тупо дурят народ.",3.0,Negative,Рони,08.02.2010,2ip.ru
эт шо такое...,"раньше стоял мегалайн и вроде бы нормально а щас как
 то тариф сам по себе поменялся или я ошибаюсь или это и есть 
мегалайн!??",1.0,Negative,Аноним,08.02.2010,2ip.ru
Казахтелекомовский мигалаин,"Казахтелекомовский мигалаин  скорости нет, качество 
плохое, пинг плохой, за работу приговор отстой",2.0,Negative,Аноним,08.02.2010,2ip.ru
,"Вот что делает монополия, давно пора забрать все 
привилегии по инету у Казахтелекома, чтобы развивалась нормальная 
конкуренция. То что сейчас предоставляет мегалайн - полное [ЦЕНЗУРА], 
при заявленных 1Мбит/с на внешку, вечером не то что Мбитом не пахнет, 
страничку иногда нельзя открыть! скорость падает до 0. Это уже не говоря
 о том как они иногда подключают инет новым клиентам, по полгода а 
иногда и по году длятся эти истории.",1.0,Negative,Аноним,07.02.2010,2ip.ru
Полный отстой из всего отстоя,"Такой интернет от казахтелекома интернетом называть 
однозначно нельзя! В выходные сидеть в сети практически невозможно, 
скорее новости посмотришь, пока зайдешь на какой-нибудь сайт. Более 
менее нормальная скорость бывает только рано утром. 
P.S. Вчера даже их собственный сайт отрубился.",1.0,Negative,Аноним,07.02.2010,2ip.ru
Послушайте меня сюда...,"Вобщем... все предоставляемые услуги МЕГОлайна 
полная фикция как хороший фантастический рассказ. Отличается от него 
только тем что после использования Нужно подтереться, чтобы хоть как-то 
реабилитироваться в глазах самого себя! 
 Как кто писал что он хороший, так вы им не верьте, это либо работники либо скот ни понимающий ничего.
Как боссу их по миру ходится\ездится? Лепешка небось какая-то. А лепешке что с того что она лепешка? Правильно - ничего!
Недонет как был в казлстане так и будет...
Засим все.",1.0,Negative,Аноним,07.02.2010,2ip.ru
,"Связь держится более-менее стабильно (спасибо нормальному модему и более-менее качественной линии).
Крайне кривой биллинг. Постоянно начисляют левый трафик. Сильно глючат 
раздаваемые через DHCP DNS-серверы, пришлось выставить вручную. Из-за 
сильной перегрузки ВОЛС по вечерам сидеть в инете просто невозможно - 
скорость при обещанных 2 Мбит/сек. не поднимается выше 20-40 КБайт/сек.,
 пинг до алматинских серверов доходит до 500.",1.0,Negative,Аноним,07.02.2010,2ip.ru
,"скоко видел граждан с постоянными ""обрывами""
у большинства одна и таже проблема. купят отстой и потом ноют. или 
купите модем с хорошим блоком питания или стабилизатор. и линию до щитка
 проверьте.  
вот у меня никаких обрывов и скачков скорости 3 года не наблюдаю. а вот напряжение скочет конкретно.",3.0,Negative,Аноним,07.02.2010,2ip.ru
,"Это не сеть, а полный самотёк. в 2009 не радовал 
,После нового года добавили скорость и получился полный отстой.Пинг 156 
это чтото. Когда хочет рвётся когда хочет может зависнуть(сеть есть ,а 
пакеты не идут) Блин, у нас на болоте выбирать неиз кого....",1.0,Negative,Аноним,06.02.2010,2ip.ru
Всем кто отзывается хорошо,"Мегалайн отстой, служба 165 ваще сообщество идиотов 
ничего не соображающий. Нормально не могут выдать ту скорость которая 
написанна в контракте, постоянные сбои в сети задержка ваще негодуэ 
пингуешь мегалайн сайт 100% потеря идет, ну кто они после этого? если 
даже их сайт не отсылает покеты назад. Я бы перешел на что нибудь 
другое, дык у нас нету альтернативы, так как Алматы телеком глушит 
остальных. Может Билайн сделает что нибудь хотя кто его знает тоже 
наверное заглушат.",1.0,Negative,Аноним,06.02.2010,2ip.ru
мегалайн это КЛасС!,"Пользуюсь Мегалайном уже 1 год, ни каких проблем не 
возникало! Сижу, работаю и радуюсь! А ту у кого проблемы, нужно эти 
прблемы убрать с компьютера. И тогды у вас все будет ОК!",5.0,Positive,Аноним,05.02.2010,2ip.ru
Полный отстой!,"Почитал тут все отзывы и окончательно понял,что 
Мегалайн отстой!Практически ни одного положительного отзыва,тут есть над
 чем задуматься.Присоединяюсь к всему ранее сказанному до меня,т.к у 
самого такие-же проблемы и хочу ещё раз повторить отстой!",3.0,Negative,Аноним,05.02.2010,2ip.ru
Вот неудачники,"У меня турбо,модем завяз на 8192/1024, обрывов и 
разьединений нет,скорость закачки тоже в норме, Поломок не было, что 
жаловатся если в сами не шарите, берите железо нормальное, а не 
работайте на отстое, если проблемы с линией замени проводку от коробки, 
ой не могу вот неудачники!!!",5.0,Positive,Шарющий,05.02.2010,2ip.ru
Отстой!,"да народ вы все правы мегалаин отстой! работает как 
хочет и даже на моей линии сказав новое оборудование у вас подключив 
турбо 8мб в первый день получил всего 6мб в течении месяца скорость 
падала и дошла до того что я страницу норм открыть не могу !!! а пинг я 
не в одну игру поиграть не могу на ру оффах 250 мин на евро 800 а на кз 
150!!! это ужас а службы потдержки говорят сидите дома мы позвоним или 
протестируем линию я пропускаю работу сижу дома жду их свонка его нет 
либо звонят и говорят а мы незнаем у нас показывает все нормально и 
пользуюсь этим отстоем от безвыходности нет другого провайдера норм 
((((((",1.0,Negative,Аноним,04.02.2010,2ip.ru
На заметку,"про сам мегалайн, качество не из лучшего, надоели 
обрывы связи и т.д., то скорость начнет скакать, то на внешку вообще 
вырубается, но из-за отсутствия выбора приходится сидеть на нем, пинг 
ооочень ужасный, а как мне сказали в головном офисе КТ ""услугу пинга мы 
не поддерживаем"", так что ждем когда же появятся более выгодные по 
цене/качеству провайдеры в кз",1.0,Negative,Аноним,04.02.2010,2ip.ru
самы плохой интернет и провайдер,"мегалайн.постоянные поломки.стабильной скорости 
нет.хорошего мало,только одно плохое.пусть меня извенят работники 
мегалайна.но больше не хочу ничего писать",1.0,Negative,Аноним,03.02.2010,2ip.ru
"Сотрудники мегалайна мало знакомы с ИТ, но зато 
хорошо умеют переклажывать все недочеты на пользователей.","Почитал отзывы других людей, хотел оставить свой, но
 мегалайн как всегда оборвался, подключился только через 15 минут, но 
все равно ничего не открывалось, подключился заново. Пока пишу отзыв, 
связь опять оборвалась. И так постоянно, это обычное дело. У меня тариф 
турбо, но скорость подключения ни разу не была 8мб. Неоднократно 
обращался в службу поддержки по 160, 165 и в абонентский отдел. 
Представители КТ всегда сваливают все глюки и обрывы на пользователя, 
вирусы на его компьютере (у меня сетевой модем, комп выключен, по мнению
 КТ это не важно, все равно вирусы), кабель, сплиттер, но никак не 
Казахтелеком. Неоднократно ходил в абонентский отдел просил разобраться с
 постоянными обрывами связи и малой скоростью подключения, на что глава 
отдела Джаманбаев мне сказал, что в тарифе Турбо скорость подключения 
предоставляется до 8мб, и это написано на сайте мегалайна. На просьбу 
открыть сайт и показать мне наглядно условия тарифа, он отказался и 
заявил, что ему нужно работать, а не общаться со мной, и если мне не 
нравится мегалайн, то я могу смело отключаться. На тарифный план меня 
переводили сотрудники аб.отдела Мегалайн в апреле 2009, перед переводом я
 у них выяснял поддерживает ли моя линия данный тариф, на что тот же 
самый глава отдела заверил, что поддерживает. Начиная примерно с 16 
декабря связь стала обрываться в дневное время практически постоянно, 
после 5-10 секунд соединения. я обратился в поддержку, где мне сообщили,
 что моя линия не поддерживает тариф Турбо, в следствие чего и 
происходят обрывы, причину мотивировали слишком большим расстоянием до 
АТС. На вопрос почему в апреле линия поддерживала и расстояние до АТС 
было меньше, а сейчас нет, сотрудники аб.отдела вразумительного ответа 
дать не смогли. Складывается впечатление, что они просто перенесли АТС:)
 . Сотрудники аб.отдела сказали, что линия и раньше не поддерживала и 
они меня в этом не заверяли. Но на тарифный план меня переводили именно 
сотрудники абонентского отдела, и они должны были знать поддерживает ли 
моя линия данный тариф. Если им было известно это заранее, и фактически 
они не предоставляют мне услуги по тарифу Турбо (скорость редко 
поднимается даже до 4), то согласно УК РК это называется мошенничество, 
завладение чужими финансовыми средствами обманным путем. :) 
Вообщем, могу сказать, что в мегалайне очень хорошо развита способность 
перекладывать вину всех сбоев и глюков на пользователей, мою проблему 
решают (делают вид, что решают) третий месяц. Мегалайн это ленивые, 
наглые люди, умеющие во всем винить пользователей и красиво ""включать 
дурочку"".
З.Ы. На вопрос почему у меня постоянно обрывается связь, 
представительница Мегайлана ответила, дословно: ""Нужно вирус поменять, у
 меня тоже так было, вирус поменяла, все стало нормально"". Вот и думайте
 кто там работает, и как их вообще на работу принимают.",1.0,Negative,пользователь мегалайн из Тарза,29.01.2010,2ip.ru
Мегалайн,"Скорость подняли до 480 Кило в секунду , ну и толку,
 постоянно обравается , примерно каждый час. Пинг бывает по 120. Пинг 
должен быть 50 максимум для казахстанских сайтов .",3.0,Negative,Аксакал,21.01.2010,2ip.ru
Отстой!!!,"С 1 января постоянные обрывы, падение канала. 
Жуть... Долой монополию! Даешь нормальный качественный инет за 
приемлемую цену.",1.0,Negative,Jake,20.01.2010,2ip.ru
"Мегалайн это хуже чем наказание, там собрались аферисты и мошейники.","C 01.01.2010 скорость подняли по бумагам до 1024, но
 только по бумагам. А фактическая скорость стала еще хуже чем 256. Они 
скорость на портах подняли, а ширину пропускного канала оставили 
прежней. Так о какой скорости можно говорить. Когда оборудование 
покупают б/у, которое невозможно сконфигурировать с нашими сетями.У меня
 тариф Турбо и скорость должна быть 8192/1024, а результат моя скорость 
на данный момент 828/724, это не в какие ворота не лезет. А дерут с меня
 по полной 5845 тг. в месяц. А когда дозвонишься в службу поддержки, то 
они говорят что проблема у вас, а не у них. Они все проверили с своей 
стороны у них все отлично, а у меня плохой компьютер, модем, и линия. 
Категорическое нежелание разбираться в технических проблемах. Во общем 
они святые, а мы все пользователи идиоты и дойные коровы. Когда уже 
перестанут выжимать последние деньги с населения за Интернет, которого 
фактически нет. А Казахстан еще в ОБСЕ.",1.0,Negative,User Pro,19.01.2010,2ip.ru
,"а скорость пешком, ну что же хотите, брат сват как 
уволеш, вот так живем, а на вопрос когда будет лучше? упорное молчание, 
или сказки про 2030",1.0,Negative,Аноним,18.01.2010,2ip.ru
бараны,"скажу одно, в 160 сидят тупые люди, у которых одна 
отмаза на всё ""перезагрузите комп""...скорость отстой!!!!! Не дождусь уже
 секатела, перейду на них однозначно!!",1.0,Negative,Аноним,17.01.2010,2ip.ru
Невозможно терпеть,"Ужас, просто ужас. Какие деньги мы платим. А 
скорость 100 килобит. А по договору 256. Это еще высокоскоростной инет. 
Представляю себе каким будет медленный.",1.0,Negative,----АНОНИМУС----,17.01.2010,2ip.ru
Ужас!!!!!!!!!!!!,"купил usb модем beeline полный отстой!!теперь хо4у 
4ерез тарелку выходить а то полный отстой с этим модемом!!!",1.0,Negative,Руслан,14.01.2010,2ip.ru
мегалайн,"отстой. провайдер. в актобинской области скорость 
скачивания 19кбит.с служба поддержки ничего путного ответить не может.",1.0,Negative,николай,11.01.2010,2ip.ru
ватники!!!,"я не могу понять одно,  они говорят что 
высокоскоростной инет.  у меня например написано когда в нэт выхожу 
скорость 4 кб\сек  это скорость соединения, а у друга 100кб\сек.  а при 
скачки файлов скорость у меня на .РУ раньше- макс. 28-37 кб\сек  на .КЗ 
30-130 кб\сек.   А ВОТ СЕЙЧАС вообще ВАТА\ГОРОХ  какая-та  скорость при 
скачки: 3,5,8,11,19 кб\сек.    ЭТО ЖЕ ВООБЩЕ ОТСТОЙ!!!!  я так вообще 
один фильм на пару гигов не скачаю!!!  как будет возможность скажу 
монтёрам,казахтелекомавцам или кому нибудь ещё с КазТела чтоб зашли на 
этот (2ip.ru) сайт, Пусть по смотрят что о них, и о их Мегалайне народ 
думает.
Да и пусть другие провайдеры позырят наши мнения.  

А этот сайт вообще класс!!!! РЕСПЕКТ АДМИНАМ САЙТА!!!!!!

и ещё кто знает есть ли другие провайдеры инет-соед. в Жезказгане более высшей скорости?!  ПИШИТЕ!!!",2.0,Negative,АТК,10.01.2010,2ip.ru
аферисты и мошейники,"я убедился, что мегалайн это аферисты и мошейники, 
причеи государственного масштаба, так как являются монополистами по 
всему Казахстану! Обещая одно, они сдерают с людей предоплату,причём в 
полном объёме,а после начинают сочинять всякие причины по которым они не
 могут предоставить обещанную скорость, и все это при молчаливом 
согласии властей!!!",1.0,Negative,Владимир,05.01.2010,2ip.ru
